,start_station_name,end_station_name,value
3681,Hoboken Terminal - Hudson St & Hudson Pl,Newark Ave,47
3682,Hoboken Terminal - Hudson St & Hudson Pl,Newport PATH,166
3683,Hoboken Terminal - Hudson St & Hudson Pl,Newport Pkwy,350
3684,Hoboken Terminal - Hudson St & Hudson Pl,Oakland Ave,115
3685,Hoboken Terminal - Hudson St & Hudson Pl,Paulus Hook,24
3686,Hoboken Terminal - Hudson St & Hudson Pl,Pershing Field,242
3687,Hoboken Terminal - Hudson St & Hudson Pl,Riverside Dr & W 104 St,1
3688,Hoboken Terminal - Hudson St & Hudson Pl,Riverview Park,350
3689,Hoboken Terminal - Hudson St & Hudson Pl,Sip Ave,3
3690,Hoboken Terminal - Hudson St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,243
3691,Hoboken Terminal - Hudson St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,2014
3692,Hoboken Terminal - Hudson St & Hudson Pl,Stevens - River Ter & 6 St,121
3693,Hoboken Terminal - Hudson St & Hudson Pl,Union St,2
3694,Hoboken Terminal - Hudson St & Hudson Pl,Van Vorst Park,33
3695,Hoboken Terminal - Hudson St & Hudson Pl,Vesey Pl & River Terrace,1
3696,Hoboken Terminal - Hudson St & Hudson Pl,W 180 St & Ft Washington Ave,2
3697,Hoboken Terminal - Hudson St & Hudson Pl,Warren St,171
3698,Hoboken Terminal - Hudson St & Hudson Pl,Washington St,199
3699,Hoboken Terminal - Hudson St & Hudson Pl,Water St &  Fletcher St,1
3700,Hoboken Terminal - Hudson St & Hudson Pl,William St & Pine St,1
3701,Hoboken Terminal - Hudson St & Hudson Pl,Willow Ave & 12 St,320
3702,Hoboken Terminal - Hudson St & Hudson Pl,York St & Marin Blvd,2
3703,Hoboken Terminal - River St & Hudson Pl,10 Ave & W 14 St,3
3704,Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,1964
3705,Hoboken Terminal - River St & Hudson Pl,12 St & Sinatra Dr N,2103
3706,Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,1826
3707,Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,1362
3708,Hoboken Terminal - River St & Hudson Pl,5 Corners Library,12
3709,Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,1004
3710,Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,1168
3711,Hoboken Terminal - River St & Hudson Pl,8 St & Washington St,1807
3712,Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,1025
3713,Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,724
3714,Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,854
3715,Hoboken Terminal - River St & Hudson Pl,Baldwin at Montgomery,20
3716,Hoboken Terminal - River St & Hudson Pl,Bergen Ave,5
3717,Hoboken Terminal - River St & Hudson Pl,Bergen Ave & Sip Ave,11
3718,Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,745
3719,Hoboken Terminal - River St & Hudson Pl,Brunswick & 6th,56
3720,Hoboken Terminal - River St & Hudson Pl,Brunswick St,34
3721,Hoboken Terminal - River St & Hudson Pl,Christ Hospital,43
3722,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,968
3723,Hoboken Terminal - River St & Hudson Pl,City Hall,39
3724,Hoboken Terminal - River St & Hudson Pl,City Hall - Washington St & 1 St,226
3725,Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,1272
3726,Hoboken Terminal - River St & Hudson Pl,Clinton St & Newark St,752
3727,Hoboken Terminal - River St & Hudson Pl,Columbus Dr at Exchange Pl,98
3728,Hoboken Terminal - River St & Hudson Pl,Columbus Drive,84
3729,Hoboken Terminal - River St & Hudson Pl,Columbus Park - Clinton St & 9 St,1329
3730,Hoboken Terminal - River St & Hudson Pl,Communipaw & Berry Lane,11
3731,Hoboken Terminal - River St & Hudson Pl,Dey St,7
3732,Hoboken Terminal - River St & Hudson Pl,Dixon Mills,31
3733,Hoboken Terminal - River St & Hudson Pl,E 39 St & Lexington Ave,1
3734,Hoboken Terminal - River St & Hudson Pl,Essex Light Rail,17
3735,Hoboken Terminal - River St & Hudson Pl,Fairmount Ave,5
3736,Hoboken Terminal - River St & Hudson Pl,Glenwood Ave,4
3737,Hoboken Terminal - River St & Hudson Pl,Grand St,55
3738,Hoboken Terminal - River St & Hudson Pl,Grand St & 14 St,635
3739,Hoboken Terminal - River St & Hudson Pl,Grove St PATH,157
3740,Hoboken Terminal - River St & Hudson Pl,Hamilton Park,194
3741,Hoboken Terminal - River St & Hudson Pl,Harborside,189
3742,Hoboken Terminal - River St & Hudson Pl,Heights Elevator,151
3743,Hoboken Terminal - River St & Hudson Pl,Hilltop,18
3744,Hoboken Terminal - River St & Hudson Pl,Hoboken Ave at Monmouth St,931
3745,Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,243
3746,Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - River St & Hudson Pl,1305
3747,Hoboken Terminal - River St & Hudson Pl,Hudson St & 4 St,1260
3748,Hoboken Terminal - River St & Hudson Pl,JC Medical Center,20
3749,Hoboken Terminal - River St & Hudson Pl,Jackson Square,4
3750,Hoboken Terminal - River St & Hudson Pl,Jersey & 3rd,28
3751,Hoboken Terminal - River St & Hudson Pl,Jersey & 6th St,52
3752,Hoboken Terminal - River St & Hudson Pl,Journal Square,4
3753,Hoboken Terminal - River St & Hudson Pl,Lafayette Park,12
3754,Hoboken Terminal - River St & Hudson Pl,Leonard Gordon Park,25
3755,Hoboken Terminal - River St & Hudson Pl,Liberty Light Rail,17
3756,Hoboken Terminal - River St & Hudson Pl,Lincoln Park,8
3757,Hoboken Terminal - River St & Hudson Pl,Madison St & 1 St,1203
3758,Hoboken Terminal - River St & Hudson Pl,Madison St & 10 St,428
3759,Hoboken Terminal - River St & Hudson Pl,Maiden Ln & Pearl St,2
3760,Hoboken Terminal - River St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,613
3761,Hoboken Terminal - River St & Hudson Pl,Manila & 1st,90
3762,Hoboken Terminal - River St & Hudson Pl,Marin Light Rail,125
3763,Hoboken Terminal - River St & Hudson Pl,Marshall St & 2 St,785
3764,Hoboken Terminal - River St & Hudson Pl,McGinley Square,27
3765,Hoboken Terminal - River St & Hudson Pl,Monmouth and 6th,43
3766,Hoboken Terminal - River St & Hudson Pl,Montgomery St,13
3767,Hoboken Terminal - River St & Hudson Pl,Morris Canal,27
3768,Hoboken Terminal - River St & Hudson Pl,Newark Ave,40
3769,Hoboken Terminal - River St & Hudson Pl,Newport PATH,172
3770,Hoboken Terminal - River St & Hudson Pl,Newport Pkwy,579
3771,Hoboken Terminal - River St & Hudson Pl,Oakland Ave,60
3772,Hoboken Terminal - River St & Hudson Pl,Old Slip & South St,1
3773,Hoboken Terminal - River St & Hudson Pl,Paulus Hook,19
3774,Hoboken Terminal - River St & Hudson Pl,Pershing Field,173
3775,Hoboken Terminal - River St & Hudson Pl,Riverview Park,325
3776,Hoboken Terminal - River St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,545
3777,Hoboken Terminal - River St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,579
3778,Hoboken Terminal - River St & Hudson Pl,Stevens - River Ter & 6 St,960
3779,Hoboken Terminal - River St & Hudson Pl,Union St,9
3780,Hoboken Terminal - River St & Hudson Pl,Van Vorst Park,21
3781,Hoboken Terminal - River St & Hudson Pl,Vesey St & Church St,1
3782,Hoboken Terminal - River St & Hudson Pl,W 168th S & Fort Washington Ave,1
3783,Hoboken Terminal - River St & Hudson Pl,W 20 St & 7 Ave,1
3784,Hoboken Terminal - River St & Hudson Pl,Warren St,166
3785,Hoboken Terminal - River St & Hudson Pl,Washington St,228
3786,Hoboken Terminal - River St & Hudson Pl,Water St & Gouverneur Ln,4
3787,Hoboken Terminal - River St & Hudson Pl,Willow Ave & 12 St,737
3788,Hoboken Terminal - River St & Hudson Pl,York St & Marin Blvd,4
3789,Hudson St & 4 St,11 St & Washington St,824
3790,Hudson St & 4 St,12 St & Sinatra Dr N,1037
3791,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,1062
3792,Hudson St & 4 St,4 St & Grand St,319
3793,Hudson St & 4 St,5 Corners Library,8
3794,Hudson St & 4 St,6 St & Grand St,214
3795,Hudson St & 4 St,7 St & Monroe St,365
3796,Hudson St & 4 St,8 St & Washington St,464
3797,Hudson St & 4 St,9 St HBLR - Jackson St & 8 St,422
3798,Hudson St & 4 St,Adams St & 11 St,224
3799,Hudson St & 4 St,Adams St & 2 St,144
3800,Hudson St & 4 St,Astor Place,1
3801,Hudson St & 4 St,Baldwin at Montgomery,7
3802,Hudson St & 4 St,Bergen Ave,6
3803,Hudson St & 4 St,Bergen Ave & Sip Ave,6
3804,Hudson St & 4 St,Bloomfield St & 15 St,440
3805,Hudson St & 4 St,Brunswick & 6th,42
3806,Hudson St & 4 St,Brunswick St,37
3807,Hudson St & 4 St,Cabrini Blvd & W 177 St,1
3808,Hudson St & 4 St,Central Park North & Adam Clayton Powell Blvd,1
3809,Hudson St & 4 St,Christ Hospital,54
3810,Hudson St & 4 St,Church Sq Park - 5 St & Park Ave,166
3811,Hudson St & 4 St,City Hall,17
3812,Hudson St & 4 St,City Hall - Washington St & 1 St,238
3813,Hudson St & 4 St,Clinton St & 7 St,377
3814,Hudson St & 4 St,Clinton St & Newark St,197
3815,Hudson St & 4 St,Columbus Dr at Exchange Pl,111
3816,Hudson St & 4 St,Columbus Drive,50
3817,Hudson St & 4 St,Columbus Park - Clinton St & 9 St,512
3818,Hudson St & 4 St,Communipaw & Berry Lane,2
3819,Hudson St & 4 St,Dey St,9
3820,Hudson St & 4 St,Dixon Mills,7
3821,Hudson St & 4 St,Essex Light Rail,16
3822,Hudson St & 4 St,Fairmount Ave,9
3823,Hudson St & 4 St,Glenwood Ave,4
3824,Hudson St & 4 St,Grand St,39
3825,Hudson St & 4 St,Grand St & 14 St,488
3826,Hudson St & 4 St,Grant Ave & MLK Dr,1
3827,Hudson St & 4 St,Grove St PATH,53
3828,Hudson St & 4 St,Hamilton Park,147
3829,Hudson St & 4 St,Harborside,116
3830,Hudson St & 4 St,Heights Elevator,59
3831,Hudson St & 4 St,Hilltop,22
3832,Hudson St & 4 St,Hoboken Ave at Monmouth St,377
3833,Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,600
3834,Hudson St & 4 St,Hoboken Terminal - River St & Hudson Pl,1381
3835,Hudson St & 4 St,Hudson St & 4 St,1232
3836,Hudson St & 4 St,JC Medical Center,10
3837,Hudson St & 4 St,Jackson Square,1
3838,Hudson St & 4 St,Jersey & 3rd,42
3839,Hudson St & 4 St,Jersey & 6th St,47
3840,Hudson St & 4 St,Journal Square,6
3841,Hudson St & 4 St,Lafayette Park,15
3842,Hudson St & 4 St,Leonard Gordon Park,33
3843,Hudson St & 4 St,Liberty Light Rail,9
3844,Hudson St & 4 St,Lincoln Park,4
3845,Hudson St & 4 St,Madison St & 1 St,211
3846,Hudson St & 4 St,Madison St & 10 St,266
3847,Hudson St & 4 St,Mama Johnson Field - 4 St & Jackson St,194
3848,Hudson St & 4 St,Manila & 1st,79
3849,Hudson St & 4 St,Marin Light Rail,59
3850,Hudson St & 4 St,Marshall St & 2 St,205
3851,Hudson St & 4 St,McGinley Square,7
3852,Hudson St & 4 St,Monmouth and 6th,26
3853,Hudson St & 4 St,Montgomery St,6
3854,Hudson St & 4 St,Morris Canal,22
3855,Hudson St & 4 St,Newark Ave,30
3856,Hudson St & 4 St,Newport PATH,258
3857,Hudson St & 4 St,Newport Pkwy,397
3858,Hudson St & 4 St,Oakland Ave,25
3859,Hudson St & 4 St,Paulus Hook,15
3860,Hudson St & 4 St,Pershing Field,44
3861,Hudson St & 4 St,Riverview Park,55
3862,Hudson St & 4 St,Rogers Ave & Sterling St,1
3863,Hudson St & 4 St,Sip Ave,7
3864,Hudson St & 4 St,South Waterfront Walkway - Sinatra Dr & 1 St,751
3865,Hudson St & 4 St,Southwest Park - Jackson St & Observer Hwy,203
3866,Hudson St & 4 St,Stevens - River Ter & 6 St,134
3867,Hudson St & 4 St,Union St,11
3868,Hudson St & 4 St,Van Vorst Park,28
3869,Hudson St & 4 St,Warren St,105
3870,Hudson St & 4 St,Washington St,139
3871,Hudson St & 4 St,Willow Ave & 12 St,474
3872,Hudson St & 4 St,York St & Marin Blvd,1
3873,JC Medical Center,11 St & Washington St,20
3874,JC Medical Center,12 St & Sinatra Dr N,13
3875,JC Medical Center,14 St Ferry - 14 St & Shipyard Ln,20
3876,JC Medical Center,4 St & Grand St,8
3877,JC Medical Center,5 Corners Library,13
3878,JC Medical Center,6 St & Grand St,5
3879,JC Medical Center,7 St & Monroe St,1
3880,JC Medical Center,8 St & Washington St,11
3881,JC Medical Center,9 St HBLR - Jackson St & 8 St,1
3882,JC Medical Center,Adams St & 11 St,10
3883,JC Medical Center,Adams St & 2 St,26
3884,JC Medical Center,Astor Place,47
3885,JC Medical Center,Baldwin at Montgomery,66
3886,JC Medical Center,Bergen Ave,48
3887,JC Medical Center,Bergen Ave & Sip Ave,15
3888,JC Medical Center,Bergen Ave & Stegman St,18
3889,JC Medical Center,Bloomfield St & 15 St,10
3890,JC Medical Center,Brunswick & 6th,61
3891,JC Medical Center,Brunswick St,134
3892,JC Medical Center,Carmine St & 6 Ave,1
3893,JC Medical Center,Christ Hospital,17
3894,JC Medical Center,Church Sq Park - 5 St & Park Ave,18
3895,JC Medical Center,City Hall,716
3896,JC Medical Center,City Hall - Washington St & 1 St,24
3897,JC Medical Center,Clinton St & 7 St,4
3898,JC Medical Center,Clinton St & Newark St,18
3899,JC Medical Center,Columbus Dr at Exchange Pl,215
3900,JC Medical Center,Columbus Drive,150
3901,JC Medical Center,Columbus Park - Clinton St & 9 St,1
3902,JC Medical Center,Communipaw & Berry Lane,106
3903,JC Medical Center,Dey St,1
3904,JC Medical Center,Dixon Mills,94
3905,JC Medical Center,Essex Light Rail,87
3906,JC Medical Center,Fairmount Ave,32
3907,JC Medical Center,Glenwood Ave,15
3908,JC Medical Center,Grand St,268
3909,JC Medical Center,Grand St & 14 St,17
3910,JC Medical Center,Grant Ave & MLK Dr,11
3911,JC Medical Center,Greenwich Ave & Charles St,1
3912,JC Medical Center,Grove St PATH,1868
3913,JC Medical Center,Hamilton Park,187
3914,JC Medical Center,Harborside,243
3915,JC Medical Center,Heights Elevator,2
3916,JC Medical Center,Hilltop,64
3917,JC Medical Center,Hoboken Ave at Monmouth St,73
3918,JC Medical Center,Hoboken Terminal - Hudson St & Hudson Pl,26
3919,JC Medical Center,Hoboken Terminal - River St & Hudson Pl,20
3920,JC Medical Center,Hudson St & 4 St,11
3921,JC Medical Center,JC Medical Center,1664
3922,JC Medical Center,Jackson Square,13
3923,JC Medical Center,Jersey & 3rd,180
3924,JC Medical Center,Jersey & 6th St,82
3925,JC Medical Center,Journal Square,15
3926,JC Medical Center,Lafayette Park,135
3927,JC Medical Center,Leonard Gordon Park,40
3928,JC Medical Center,Liberty Light Rail,451
3929,JC Medical Center,Lincoln Park,21
3930,JC Medical Center,Madison St & 1 St,13
3931,JC Medical Center,Madison St & 10 St,68
3932,JC Medical Center,Mama Johnson Field - 4 St & Jackson St,3
3933,JC Medical Center,Manila & 1st,124
3934,JC Medical Center,Marin Light Rail,313
3935,JC Medical Center,Marshall St & 2 St,10
3936,JC Medical Center,McGinley Square,68
3937,JC Medical Center,Monmouth and 6th,73
3938,JC Medical Center,Montgomery St,96
3939,JC Medical Center,Morris Canal,66
3940,JC Medical Center,Newark Ave,171
3941,JC Medical Center,Newport PATH,134
3942,JC Medical Center,Newport Pkwy,168
3943,JC Medical Center,Oakland Ave,21
3944,JC Medical Center,Paulus Hook,371
3945,JC Medical Center,Pershing Field,32
3946,JC Medical Center,Riverview Park,11
3947,JC Medical Center,Sip Ave,12
3948,JC Medical Center,South St & Whitehall St,2
3949,JC Medical Center,South Waterfront Walkway - Sinatra Dr & 1 St,33
3950,JC Medical Center,Southwest Park - Jackson St & Observer Hwy,26
3951,JC Medical Center,Stevens - River Ter & 6 St,4
3952,JC Medical Center,Union St,42
3953,JC Medical Center,Van Vorst Park,329
3954,JC Medical Center,Vesey Pl & River Terrace,2
3955,JC Medical Center,W 106 St & Central Park West,2
3956,JC Medical Center,W 4 St & 7 Ave S,4
3957,JC Medical Center,Warren St,174
3958,JC Medical Center,Washington St,171
3959,JC Medical Center,West St & Chambers St,1
3960,JC Medical Center,Willow Ave & 12 St,10
3961,JC Medical Center,York St & Marin Blvd,28
3962,JCBS Depot,Grove St PATH,1
3963,JCBS Depot,Lafayette Park,1
3964,Jackson Square,14 St Ferry - 14 St & Shipyard Ln,1
3965,Jackson Square,5 Corners Library,1
3966,Jackson Square,7 St & Monroe St,1
3967,Jackson Square,8 St & Washington St,1
3968,Jackson Square,9 St HBLR - Jackson St & 8 St,7
3969,Jackson Square,Astor Place,63
3970,Jackson Square,Baldwin at Montgomery,13
3971,Jackson Square,Bergen Ave,29
3972,Jackson Square,Bergen Ave & Sip Ave,39
3973,Jackson Square,Bergen Ave & Stegman St,73
3974,Jackson Square,Brunswick & 6th,11
3975,Jackson Square,Brunswick St,6
3976,Jackson Square,Christ Hospital,8
3977,Jackson Square,Church Sq Park - 5 St & Park Ave,1
3978,Jackson Square,City Hall,40
3979,Jackson Square,City Hall - Washington St & 1 St,1
3980,Jackson Square,Columbus Dr at Exchange Pl,145
3981,Jackson Square,Columbus Drive,20
3982,Jackson Square,Columbus Park - Clinton St & 9 St,1
3983,Jackson Square,Communipaw & Berry Lane,40
3984,Jackson Square,Dey St,6
3985,Jackson Square,Dixon Mills,8
3986,Jackson Square,Essex Light Rail,3
3987,Jackson Square,Fairmount Ave,10
3988,Jackson Square,Glenwood Ave,51
3989,Jackson Square,Grand St,8
3990,Jackson Square,Grand St & 14 St,1
3991,Jackson Square,Grant Ave & MLK Dr,90
3992,Jackson Square,Grove St PATH,124
3993,Jackson Square,Hamilton Park,5
3994,Jackson Square,Harborside,6
3995,Jackson Square,Heights Elevator,2
3996,Jackson Square,Hilltop,8
3997,Jackson Square,Hoboken Ave at Monmouth St,4
3998,Jackson Square,Hoboken Terminal - Hudson St & Hudson Pl,3
3999,Jackson Square,Hoboken Terminal - River St & Hudson Pl,5
4000,Jackson Square,Hudson St & 4 St,1
4001,Jackson Square,JC Medical Center,15
4002,Jackson Square,Jackson Square,246
4003,Jackson Square,Jersey & 3rd,3
4004,Jackson Square,Jersey & 6th St,6
4005,Jackson Square,Journal Square,18
4006,Jackson Square,Lafayette Park,22
4007,Jackson Square,Leonard Gordon Park,4
4008,Jackson Square,Liberty Light Rail,30
4009,Jackson Square,Lincoln Park,15
4010,Jackson Square,Manila & 1st,10
4011,Jackson Square,Marin Light Rail,15
4012,Jackson Square,Marshall St & 2 St,9
4013,Jackson Square,McGinley Square,31
4014,Jackson Square,Monmouth and 6th,17
4015,Jackson Square,Montgomery St,6
4016,Jackson Square,Morris Canal,1
4017,Jackson Square,Newark Ave,6
4018,Jackson Square,Newport PATH,15
4019,Jackson Square,Newport Pkwy,6
4020,Jackson Square,Oakland Ave,1
4021,Jackson Square,Paulus Hook,14
4022,Jackson Square,Pershing Field,3
4023,Jackson Square,Riverview Park,1
4024,Jackson Square,Sip Ave,46
4025,Jackson Square,Stevens - River Ter & 6 St,5
4026,Jackson Square,Union St,42
4027,Jackson Square,Van Vorst Park,8
4028,Jackson Square,Warren St,11
4029,Jackson Square,Washington St,13
4030,Jackson Square,York St & Marin Blvd,1
4031,Jersey & 3rd,11 St & Washington St,19
4032,Jersey & 3rd,12 St & Sinatra Dr N,4
4033,Jersey & 3rd,14 St Ferry - 14 St & Shipyard Ln,11
4034,Jersey & 3rd,4 St & Grand St,16
4035,Jersey & 3rd,5 Corners Library,66
4036,Jersey & 3rd,6 St & Grand St,12
4037,Jersey & 3rd,7 St & Monroe St,11
4038,Jersey & 3rd,8 St & Washington St,17
4039,Jersey & 3rd,9 St HBLR - Jackson St & 8 St,6
4040,Jersey & 3rd,Adams St & 11 St,12
4041,Jersey & 3rd,Adams St & 2 St,29
4042,Jersey & 3rd,Astor Place,15
4043,Jersey & 3rd,Baldwin at Montgomery,68
4044,Jersey & 3rd,Bergen Ave,94
4045,Jersey & 3rd,Bergen Ave & Sip Ave,26
4046,Jersey & 3rd,Bergen Ave & Stegman St,4
4047,Jersey & 3rd,Bloomfield St & 15 St,6
4048,Jersey & 3rd,Brunswick & 6th,338
4049,Jersey & 3rd,Brunswick St,253
4050,Jersey & 3rd,Christ Hospital,73
4051,Jersey & 3rd,Church Sq Park - 5 St & Park Ave,45
4052,Jersey & 3rd,City Hall,175
4053,Jersey & 3rd,City Hall - Washington St & 1 St,62
4054,Jersey & 3rd,Clinton St & 7 St,6
4055,Jersey & 3rd,Clinton St & Newark St,54
4056,Jersey & 3rd,Columbus Dr at Exchange Pl,161
4057,Jersey & 3rd,Columbus Drive,138
4058,Jersey & 3rd,Columbus Park - Clinton St & 9 St,14
4059,Jersey & 3rd,Communipaw & Berry Lane,12
4060,Jersey & 3rd,Dey St,7
4061,Jersey & 3rd,Dixon Mills,113
4062,Jersey & 3rd,Essex Light Rail,42
4063,Jersey & 3rd,Fairmount Ave,9
4064,Jersey & 3rd,Glenwood Ave,4
4065,Jersey & 3rd,Grand St,155
4066,Jersey & 3rd,Grand St & 14 St,30
4067,Jersey & 3rd,Grant Ave & MLK Dr,2
4068,Jersey & 3rd,Grove St PATH,890
4069,Jersey & 3rd,Hamilton Park,1063
4070,Jersey & 3rd,Harborside,123
4071,Jersey & 3rd,Heights Elevator,9
4072,Jersey & 3rd,Hilltop,76
4073,Jersey & 3rd,Hoboken Ave at Monmouth St,175
4074,Jersey & 3rd,Hoboken Terminal - Hudson St & Hudson Pl,50
4075,Jersey & 3rd,Hoboken Terminal - River St & Hudson Pl,56
4076,Jersey & 3rd,Hudson St & 4 St,44
4077,Jersey & 3rd,JC Medical Center,236
4078,Jersey & 3rd,Jackson Square,4
4079,Jersey & 3rd,Jersey & 3rd,492
4080,Jersey & 3rd,Jersey & 6th St,400
4081,Jersey & 3rd,Journal Square,20
4082,Jersey & 3rd,Lafayette Park,111
4083,Jersey & 3rd,Leonard Gordon Park,19
4084,Jersey & 3rd,Liberty Light Rail,133
4085,Jersey & 3rd,Lincoln Park,11
4086,Jersey & 3rd,Madison St & 1 St,27
4087,Jersey & 3rd,Madison St & 10 St,45
4088,Jersey & 3rd,Mama Johnson Field - 4 St & Jackson St,15
4089,Jersey & 3rd,Manila & 1st,267
4090,Jersey & 3rd,Marin Light Rail,154
4091,Jersey & 3rd,Marshall St & 2 St,18
4092,Jersey & 3rd,McGinley Square,20
4093,Jersey & 3rd,Monmouth and 6th,378
4094,Jersey & 3rd,Montgomery St,40
4095,Jersey & 3rd,Morris Canal,33
4096,Jersey & 3rd,Newark Ave,171
4097,Jersey & 3rd,Newport PATH,191
4098,Jersey & 3rd,Newport Pkwy,148
4099,Jersey & 3rd,Oakland Ave,33
4100,Jersey & 3rd,Paulus Hook,34
4101,Jersey & 3rd,Pershing Field,31
4102,Jersey & 3rd,Riverview Park,59
4103,Jersey & 3rd,Sip Ave,6
4104,Jersey & 3rd,South Waterfront Walkway - Sinatra Dr & 1 St,42
4105,Jersey & 3rd,Southwest Park - Jackson St & Observer Hwy,26
4106,Jersey & 3rd,Stevens - River Ter & 6 St,11
4107,Jersey & 3rd,Union St,2
4108,Jersey & 3rd,Van Vorst Park,288
4109,Jersey & 3rd,Warren St,274
4110,Jersey & 3rd,Washington St,122
4111,Jersey & 3rd,Willow Ave & 12 St,19
4112,Jersey & 3rd,York St & Marin Blvd,8
4113,Jersey & 6th St,11 Ave & W 59 St,2
4114,Jersey & 6th St,11 St & Washington St,18
4115,Jersey & 6th St,12 St & Sinatra Dr N,17
4116,Jersey & 6th St,14 St Ferry - 14 St & Shipyard Ln,14
4117,Jersey & 6th St,4 St & Grand St,13
4118,Jersey & 6th St,5 Corners Library,26
4119,Jersey & 6th St,6 St & Grand St,14
4120,Jersey & 6th St,7 St & Monroe St,7
4121,Jersey & 6th St,8 St & Washington St,14
4122,Jersey & 6th St,9 St HBLR - Jackson St & 8 St,5
4123,Jersey & 6th St,Adams St & 11 St,10
4124,Jersey & 6th St,Adams St & 2 St,18
4125,Jersey & 6th St,Astor Place,12
4126,Jersey & 6th St,Baldwin at Montgomery,18
4127,Jersey & 6th St,Bergen Ave,24
4128,Jersey & 6th St,Bergen Ave & Sip Ave,20
4129,Jersey & 6th St,Bergen Ave & Stegman St,2
4130,Jersey & 6th St,Bloomfield St & 15 St,12
4131,Jersey & 6th St,Brunswick & 6th,161
4132,Jersey & 6th St,Brunswick St,61
4133,Jersey & 6th St,Christ Hospital,22
4134,Jersey & 6th St,Church Sq Park - 5 St & Park Ave,39
4135,Jersey & 6th St,City Hall,165
4136,Jersey & 6th St,City Hall - Washington St & 1 St,35
4137,Jersey & 6th St,Clinton St & 7 St,4
4138,Jersey & 6th St,Clinton St & Newark St,15
4139,Jersey & 6th St,Columbus Dr at Exchange Pl,99
4140,Jersey & 6th St,Columbus Drive,232
4141,Jersey & 6th St,Columbus Park - Clinton St & 9 St,7
4142,Jersey & 6th St,Communipaw & Berry Lane,13
4143,Jersey & 6th St,Dey St,4
4144,Jersey & 6th St,Dixon Mills,28
4145,Jersey & 6th St,Essex Light Rail,36
4146,Jersey & 6th St,Fairmount Ave,22
4147,Jersey & 6th St,Glenwood Ave,11
4148,Jersey & 6th St,Grand St,126
4149,Jersey & 6th St,Grand St & 14 St,21
4150,Jersey & 6th St,Grant Ave & MLK Dr,1
4151,Jersey & 6th St,Grove St PATH,1646
4152,Jersey & 6th St,Hamilton Park,166
4153,Jersey & 6th St,Harborside,139
4154,Jersey & 6th St,Heights Elevator,19
4155,Jersey & 6th St,Hilltop,56
4156,Jersey & 6th St,Hoboken Ave at Monmouth St,47
4157,Jersey & 6th St,Hoboken Terminal - Hudson St & Hudson Pl,83
4158,Jersey & 6th St,Hoboken Terminal - River St & Hudson Pl,59
4159,Jersey & 6th St,Hudson St & 4 St,42
4160,Jersey & 6th St,JC Medical Center,73
4161,Jersey & 6th St,Jackson Square,6
4162,Jersey & 6th St,Jersey & 3rd,253
4163,Jersey & 6th St,Jersey & 6th St,397
4164,Jersey & 6th St,Journal Square,17
4165,Jersey & 6th St,Lafayette Park,22
4166,Jersey & 6th St,Leonard Gordon Park,9
4167,Jersey & 6th St,Liberty Light Rail,59
4168,Jersey & 6th St,Lincoln Park,4
4169,Jersey & 6th St,Madison St & 1 St,24
4170,Jersey & 6th St,Madison St & 10 St,44
4171,Jersey & 6th St,Mama Johnson Field - 4 St & Jackson St,14
4172,Jersey & 6th St,Manila & 1st,477
4173,Jersey & 6th St,Marin Light Rail,100
4174,Jersey & 6th St,Marshall St & 2 St,21
4175,Jersey & 6th St,McGinley Square,22
4176,Jersey & 6th St,Monmouth and 6th,106
4177,Jersey & 6th St,Montgomery St,26
4178,Jersey & 6th St,Morris Canal,18
4179,Jersey & 6th St,Newark Ave,339
4180,Jersey & 6th St,Newport PATH,150
4181,Jersey & 6th St,Newport Pkwy,107
4182,Jersey & 6th St,Oakland Ave,28
4183,Jersey & 6th St,Paulus Hook,47
4184,Jersey & 6th St,Pershing Field,19
4185,Jersey & 6th St,Riverview Park,19
4186,Jersey & 6th St,Sip Ave,10
4187,Jersey & 6th St,South Waterfront Walkway - Sinatra Dr & 1 St,173
4188,Jersey & 6th St,Southwest Park - Jackson St & Observer Hwy,66
4189,Jersey & 6th St,Stevens - River Ter & 6 St,10
