,start_station_name,end_station_name,value
6151,Sip Ave,Columbus Park - Clinton St & 9 St,2
6152,Sip Ave,Communipaw & Berry Lane,92
6153,Sip Ave,Dey St,60
6154,Sip Ave,Dixon Mills,27
6155,Sip Ave,E 30 St & Park Ave S,1
6156,Sip Ave,Essex Light Rail,3
6157,Sip Ave,Fairmount Ave,815
6158,Sip Ave,Glenwood Ave,561
6159,Sip Ave,Grand St,22
6160,Sip Ave,Grant Ave & MLK Dr,44
6161,Sip Ave,Greenwich St & Hubert St,1
6162,Sip Ave,Grove St PATH,90
6163,Sip Ave,Hamilton Park,90
6164,Sip Ave,Harborside,17
6165,Sip Ave,Heights Elevator,25
6166,Sip Ave,Hilltop,91
6167,Sip Ave,Hoboken Ave at Monmouth St,25
6168,Sip Ave,Hoboken Terminal - Hudson St & Hudson Pl,10
6169,Sip Ave,Hoboken Terminal - River St & Hudson Pl,7
6170,Sip Ave,Hudson St & 4 St,4
6171,Sip Ave,JC Medical Center,21
6172,Sip Ave,Jackson Square,75
6173,Sip Ave,Jersey & 3rd,15
6174,Sip Ave,Jersey & 6th St,15
6175,Sip Ave,Journal Square,105
6176,Sip Ave,Lafayette Park,11
6177,Sip Ave,Leonard Gordon Park,145
6178,Sip Ave,Liberty Light Rail,45
6179,Sip Ave,Lincoln Park,588
6180,Sip Ave,Madison St & 1 St,4
6181,Sip Ave,Madison St & 10 St,9
6182,Sip Ave,Mama Johnson Field - 4 St & Jackson St,2
6183,Sip Ave,Manila & 1st,17
6184,Sip Ave,Marin Light Rail,18
6185,Sip Ave,Marshall St & 2 St,3
6186,Sip Ave,McGinley Square,1792
6187,Sip Ave,Monmouth and 6th,14
6188,Sip Ave,Montgomery St,35
6189,Sip Ave,Morris Canal,8
6190,Sip Ave,Newark Ave,60
6191,Sip Ave,Newport PATH,96
6192,Sip Ave,Newport Pkwy,21
6193,Sip Ave,Oakland Ave,165
6194,Sip Ave,Paulus Hook,11
6195,Sip Ave,Pershing Field,140
6196,Sip Ave,Pier 40 Dock Station,1
6197,Sip Ave,Riverview Park,22
6198,Sip Ave,Sip Ave,553
6199,Sip Ave,South Waterfront Walkway - Sinatra Dr & 1 St,15
6200,Sip Ave,Southwest Park - Jackson St & Observer Hwy,12
6201,Sip Ave,Spruce St & Nassau St,1
6202,Sip Ave,Stevens - River Ter & 6 St,12
6203,Sip Ave,Union St,150
6204,Sip Ave,Van Vorst Park,20
6205,Sip Ave,Warren St,25
6206,Sip Ave,Washington St,43
6207,Sip Ave,Willow Ave & 12 St,6
6208,South Waterfront Walkway - Sinatra Dr & 1 St,11 Ave & W 27 St,1
6209,South Waterfront Walkway - Sinatra Dr & 1 St,11 St & Washington St,1755
6210,South Waterfront Walkway - Sinatra Dr & 1 St,12 Ave & W 40 St,2
6211,South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,3495
6212,South Waterfront Walkway - Sinatra Dr & 1 St,14 St Ferry - 14 St & Shipyard Ln,3027
6213,South Waterfront Walkway - Sinatra Dr & 1 St,4 St & Grand St,792
6214,South Waterfront Walkway - Sinatra Dr & 1 St,5 Corners Library,17
6215,South Waterfront Walkway - Sinatra Dr & 1 St,6 St & Grand St,589
6216,South Waterfront Walkway - Sinatra Dr & 1 St,7 St & Monroe St,733
6217,South Waterfront Walkway - Sinatra Dr & 1 St,8 St & Washington St,1073
6218,South Waterfront Walkway - Sinatra Dr & 1 St,9 St HBLR - Jackson St & 8 St,656
6219,South Waterfront Walkway - Sinatra Dr & 1 St,Adams St & 11 St,454
6220,South Waterfront Walkway - Sinatra Dr & 1 St,Adams St & 2 St,565
6221,South Waterfront Walkway - Sinatra Dr & 1 St,Astor Place,7
6222,South Waterfront Walkway - Sinatra Dr & 1 St,Baldwin at Montgomery,39
6223,South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave,1
6224,South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave & Sip Ave,4
6225,South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave & Stegman St,1
6226,South Waterfront Walkway - Sinatra Dr & 1 St,Bloomfield St & 15 St,977
6227,South Waterfront Walkway - Sinatra Dr & 1 St,Brunswick & 6th,106
6228,South Waterfront Walkway - Sinatra Dr & 1 St,Brunswick St,66
6229,South Waterfront Walkway - Sinatra Dr & 1 St,Cabrini Blvd & W 177 St,1
6230,South Waterfront Walkway - Sinatra Dr & 1 St,Cedar Ave & W Fordham Rd,1
6231,South Waterfront Walkway - Sinatra Dr & 1 St,Central Park North & Adam Clayton Powell Blvd,1
6232,South Waterfront Walkway - Sinatra Dr & 1 St,Christ Hospital,50
6233,South Waterfront Walkway - Sinatra Dr & 1 St,Church Sq Park - 5 St & Park Ave,628
6234,South Waterfront Walkway - Sinatra Dr & 1 St,City Hall,64
6235,South Waterfront Walkway - Sinatra Dr & 1 St,City Hall - Washington St & 1 St,286
6236,South Waterfront Walkway - Sinatra Dr & 1 St,Clinton St & 7 St,698
6237,South Waterfront Walkway - Sinatra Dr & 1 St,Clinton St & Newark St,342
6238,South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Dr at Exchange Pl,177
6239,South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Drive,166
6240,South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Park - Clinton St & 9 St,726
6241,South Waterfront Walkway - Sinatra Dr & 1 St,Communipaw & Berry Lane,12
6242,South Waterfront Walkway - Sinatra Dr & 1 St,Dey St,7
6243,South Waterfront Walkway - Sinatra Dr & 1 St,Dixon Mills,25
6244,South Waterfront Walkway - Sinatra Dr & 1 St,Essex Light Rail,58
6245,South Waterfront Walkway - Sinatra Dr & 1 St,Fairmount Ave,4
6246,South Waterfront Walkway - Sinatra Dr & 1 St,Glenwood Ave,9
6247,South Waterfront Walkway - Sinatra Dr & 1 St,Grand Army Plaza & Central Park S,1
6248,South Waterfront Walkway - Sinatra Dr & 1 St,Grand St,120
6249,South Waterfront Walkway - Sinatra Dr & 1 St,Grand St & 14 St,739
6250,South Waterfront Walkway - Sinatra Dr & 1 St,Grove St PATH,139
6251,South Waterfront Walkway - Sinatra Dr & 1 St,Hamilton Park,210
6252,South Waterfront Walkway - Sinatra Dr & 1 St,Harborside,303
6253,South Waterfront Walkway - Sinatra Dr & 1 St,Heights Elevator,111
6254,South Waterfront Walkway - Sinatra Dr & 1 St,Hilltop,43
6255,South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Ave at Monmouth St,494
6256,South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,192
6257,South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Terminal - River St & Hudson Pl,708
6258,South Waterfront Walkway - Sinatra Dr & 1 St,Hudson St & 4 St,817
6259,South Waterfront Walkway - Sinatra Dr & 1 St,JC Medical Center,35
6260,South Waterfront Walkway - Sinatra Dr & 1 St,Jackson Square,2
6261,South Waterfront Walkway - Sinatra Dr & 1 St,Jersey & 3rd,71
6262,South Waterfront Walkway - Sinatra Dr & 1 St,Jersey & 6th St,98
6263,South Waterfront Walkway - Sinatra Dr & 1 St,Journal Square,1
6264,South Waterfront Walkway - Sinatra Dr & 1 St,Lafayette Park,22
6265,South Waterfront Walkway - Sinatra Dr & 1 St,Leonard Gordon Park,34
6266,South Waterfront Walkway - Sinatra Dr & 1 St,Liberty Light Rail,28
6267,South Waterfront Walkway - Sinatra Dr & 1 St,Lincoln Park,5
6268,South Waterfront Walkway - Sinatra Dr & 1 St,Little West St & 1 Pl,1
6269,South Waterfront Walkway - Sinatra Dr & 1 St,Madison St & 1 St,812
6270,South Waterfront Walkway - Sinatra Dr & 1 St,Madison St & 10 St,364
6271,South Waterfront Walkway - Sinatra Dr & 1 St,Maiden Ln & Pearl St,2
6272,South Waterfront Walkway - Sinatra Dr & 1 St,Mama Johnson Field - 4 St & Jackson St,341
6273,South Waterfront Walkway - Sinatra Dr & 1 St,Manila & 1st,209
6274,South Waterfront Walkway - Sinatra Dr & 1 St,Marin Light Rail,249
6275,South Waterfront Walkway - Sinatra Dr & 1 St,Marshall St & 2 St,416
6276,South Waterfront Walkway - Sinatra Dr & 1 St,McGinley Square,29
6277,South Waterfront Walkway - Sinatra Dr & 1 St,Monmouth and 6th,59
6278,South Waterfront Walkway - Sinatra Dr & 1 St,Montgomery St,24
6279,South Waterfront Walkway - Sinatra Dr & 1 St,Morris Canal,97
6280,South Waterfront Walkway - Sinatra Dr & 1 St,N Moore St & Hudson St,1
6281,South Waterfront Walkway - Sinatra Dr & 1 St,Newark Ave,51
6282,South Waterfront Walkway - Sinatra Dr & 1 St,Newport PATH,318
6283,South Waterfront Walkway - Sinatra Dr & 1 St,Newport Pkwy,1031
6284,South Waterfront Walkway - Sinatra Dr & 1 St,Oakland Ave,40
6285,South Waterfront Walkway - Sinatra Dr & 1 St,Paulus Hook,92
6286,South Waterfront Walkway - Sinatra Dr & 1 St,Pershing Field,128
6287,South Waterfront Walkway - Sinatra Dr & 1 St,Pier 40 Dock Station,2
6288,South Waterfront Walkway - Sinatra Dr & 1 St,Riverview Park,171
6289,South Waterfront Walkway - Sinatra Dr & 1 St,Sip Ave,9
6290,South Waterfront Walkway - Sinatra Dr & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,5439
6291,South Waterfront Walkway - Sinatra Dr & 1 St,Southwest Park - Jackson St & Observer Hwy,206
6292,South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,735
6293,South Waterfront Walkway - Sinatra Dr & 1 St,Union St,7
6294,South Waterfront Walkway - Sinatra Dr & 1 St,Van Vorst Park,33
6295,South Waterfront Walkway - Sinatra Dr & 1 St,W 15 St & 10 Ave,1
6296,South Waterfront Walkway - Sinatra Dr & 1 St,W 168th S & Fort Washington Ave,1
6297,South Waterfront Walkway - Sinatra Dr & 1 St,W 50 St & 9 Ave,1
6298,South Waterfront Walkway - Sinatra Dr & 1 St,W Broadway & W Houston St,3
6299,South Waterfront Walkway - Sinatra Dr & 1 St,Warren St,333
6300,South Waterfront Walkway - Sinatra Dr & 1 St,Washington St,408
6301,South Waterfront Walkway - Sinatra Dr & 1 St,West Thames St,1
6302,South Waterfront Walkway - Sinatra Dr & 1 St,Willow Ave & 12 St,721
6303,South Waterfront Walkway - Sinatra Dr & 1 St,York St & Marin Blvd,7
6304,Southwest Park - Jackson St & Observer Hwy,11 St & Washington St,188
6305,Southwest Park - Jackson St & Observer Hwy,12 St & Sinatra Dr N,132
6306,Southwest Park - Jackson St & Observer Hwy,14 St Ferry - 14 St & Shipyard Ln,138
6307,Southwest Park - Jackson St & Observer Hwy,4 St & Grand St,194
6308,Southwest Park - Jackson St & Observer Hwy,5 Corners Library,10
6309,Southwest Park - Jackson St & Observer Hwy,6 St & Grand St,128
6310,Southwest Park - Jackson St & Observer Hwy,7 St & Monroe St,163
6311,Southwest Park - Jackson St & Observer Hwy,8 St & Washington St,163
6312,Southwest Park - Jackson St & Observer Hwy,9 St HBLR - Jackson St & 8 St,139
6313,Southwest Park - Jackson St & Observer Hwy,Adams St & 11 St,69
6314,Southwest Park - Jackson St & Observer Hwy,Adams St & 2 St,90
6315,Southwest Park - Jackson St & Observer Hwy,Astor Place,4
6316,Southwest Park - Jackson St & Observer Hwy,Baldwin at Montgomery,11
6317,Southwest Park - Jackson St & Observer Hwy,Bergen Ave,1
6318,Southwest Park - Jackson St & Observer Hwy,Bergen Ave & Sip Ave,10
6319,Southwest Park - Jackson St & Observer Hwy,Bergen Ave & Stegman St,2
6320,Southwest Park - Jackson St & Observer Hwy,Bloomfield St & 15 St,104
6321,Southwest Park - Jackson St & Observer Hwy,Brunswick & 6th,36
6322,Southwest Park - Jackson St & Observer Hwy,Brunswick St,21
6323,Southwest Park - Jackson St & Observer Hwy,Central Park North & Adam Clayton Powell Blvd,1
6324,Southwest Park - Jackson St & Observer Hwy,Christ Hospital,43
6325,Southwest Park - Jackson St & Observer Hwy,Church Sq Park - 5 St & Park Ave,186
6326,Southwest Park - Jackson St & Observer Hwy,City Hall,33
6327,Southwest Park - Jackson St & Observer Hwy,City Hall - Washington St & 1 St,655
6328,Southwest Park - Jackson St & Observer Hwy,Clinton St & 7 St,268
6329,Southwest Park - Jackson St & Observer Hwy,Clinton St & Newark St,216
6330,Southwest Park - Jackson St & Observer Hwy,Columbus Dr at Exchange Pl,40
6331,Southwest Park - Jackson St & Observer Hwy,Columbus Drive,37
6332,Southwest Park - Jackson St & Observer Hwy,Columbus Park - Clinton St & 9 St,179
6333,Southwest Park - Jackson St & Observer Hwy,Communipaw & Berry Lane,4
6334,Southwest Park - Jackson St & Observer Hwy,Dey St,6
6335,Southwest Park - Jackson St & Observer Hwy,Dixon Mills,44
6336,Southwest Park - Jackson St & Observer Hwy,E 11 St & 1 Ave,1
6337,Southwest Park - Jackson St & Observer Hwy,Essex Light Rail,16
6338,Southwest Park - Jackson St & Observer Hwy,Fairmount Ave,5
6339,Southwest Park - Jackson St & Observer Hwy,Glenwood Ave,5
6340,Southwest Park - Jackson St & Observer Hwy,Grand St,46
6341,Southwest Park - Jackson St & Observer Hwy,Grand St & 14 St,183
6342,Southwest Park - Jackson St & Observer Hwy,Grove St PATH,47
6343,Southwest Park - Jackson St & Observer Hwy,Hamilton Park,122
6344,Southwest Park - Jackson St & Observer Hwy,Harborside,82
6345,Southwest Park - Jackson St & Observer Hwy,Heights Elevator,26
6346,Southwest Park - Jackson St & Observer Hwy,Hilltop,29
6347,Southwest Park - Jackson St & Observer Hwy,Hoboken Ave at Monmouth St,140
6348,Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - Hudson St & Hudson Pl,1716
6349,Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - River St & Hudson Pl,709
6350,Southwest Park - Jackson St & Observer Hwy,Hudson St & 4 St,242
6351,Southwest Park - Jackson St & Observer Hwy,JC Medical Center,14
6352,Southwest Park - Jackson St & Observer Hwy,Jersey & 3rd,32
6353,Southwest Park - Jackson St & Observer Hwy,Jersey & 6th St,48
6354,Southwest Park - Jackson St & Observer Hwy,Journal Square,8
6355,Southwest Park - Jackson St & Observer Hwy,Lafayette Park,11
6356,Southwest Park - Jackson St & Observer Hwy,Leonard Gordon Park,22
6357,Southwest Park - Jackson St & Observer Hwy,Liberty Light Rail,7
6358,Southwest Park - Jackson St & Observer Hwy,Liberty St & Nassau St,3
6359,Southwest Park - Jackson St & Observer Hwy,Lincoln Park,3
6360,Southwest Park - Jackson St & Observer Hwy,Madison St & 1 St,157
6361,Southwest Park - Jackson St & Observer Hwy,Madison St & 10 St,182
6362,Southwest Park - Jackson St & Observer Hwy,Maiden Ln & Pearl St,2
6363,Southwest Park - Jackson St & Observer Hwy,Mama Johnson Field - 4 St & Jackson St,60
6364,Southwest Park - Jackson St & Observer Hwy,Manila & 1st,46
6365,Southwest Park - Jackson St & Observer Hwy,Marin Light Rail,31
6366,Southwest Park - Jackson St & Observer Hwy,Marshall St & 2 St,50
6367,Southwest Park - Jackson St & Observer Hwy,McGinley Square,11
6368,Southwest Park - Jackson St & Observer Hwy,Monmouth and 6th,39
6369,Southwest Park - Jackson St & Observer Hwy,Montgomery St,21
6370,Southwest Park - Jackson St & Observer Hwy,Morris Canal,12
6371,Southwest Park - Jackson St & Observer Hwy,Newark Ave,51
6372,Southwest Park - Jackson St & Observer Hwy,Newport PATH,159
6373,Southwest Park - Jackson St & Observer Hwy,Newport Pkwy,251
6374,Southwest Park - Jackson St & Observer Hwy,Oakland Ave,79
6375,Southwest Park - Jackson St & Observer Hwy,Paulus Hook,11
6376,Southwest Park - Jackson St & Observer Hwy,Pearl St & Peck Slip,1
6377,Southwest Park - Jackson St & Observer Hwy,Pershing Field,59
6378,Southwest Park - Jackson St & Observer Hwy,Pier 40 Dock Station,1
6379,Southwest Park - Jackson St & Observer Hwy,Riverview Park,85
6380,Southwest Park - Jackson St & Observer Hwy,Sip Ave,10
6381,Southwest Park - Jackson St & Observer Hwy,South Waterfront Walkway - Sinatra Dr & 1 St,276
6382,Southwest Park - Jackson St & Observer Hwy,Southwest Park - Jackson St & Observer Hwy,389
6383,Southwest Park - Jackson St & Observer Hwy,Stevens - River Ter & 6 St,124
6384,Southwest Park - Jackson St & Observer Hwy,Van Vorst Park,40
6385,Southwest Park - Jackson St & Observer Hwy,Warren St,39
6386,Southwest Park - Jackson St & Observer Hwy,Washington St,113
6387,Southwest Park - Jackson St & Observer Hwy,Water St &  Fletcher St,1
6388,Southwest Park - Jackson St & Observer Hwy,West St & Liberty St,2
6389,Southwest Park - Jackson St & Observer Hwy,William St & Pine St,1
6390,Southwest Park - Jackson St & Observer Hwy,Willow Ave & 12 St,90
6391,Southwest Park - Jackson St & Observer Hwy,York St & Marin Blvd,3
6392,Stevens - River Ter & 6 St,11 St & Washington St,266
6393,Stevens - River Ter & 6 St,12 St & Sinatra Dr N,214
6394,Stevens - River Ter & 6 St,14 St Ferry - 14 St & Shipyard Ln,279
6395,Stevens - River Ter & 6 St,4 St & Grand St,146
6396,Stevens - River Ter & 6 St,5 Corners Library,14
6397,Stevens - River Ter & 6 St,6 St & Grand St,121
6398,Stevens - River Ter & 6 St,7 St & Monroe St,170
6399,Stevens - River Ter & 6 St,8 St & Washington St,135
6400,Stevens - River Ter & 6 St,9 St HBLR - Jackson St & 8 St,325
6401,Stevens - River Ter & 6 St,Adams St & 11 St,54
6402,Stevens - River Ter & 6 St,Adams St & 2 St,77
6403,Stevens - River Ter & 6 St,Baldwin at Montgomery,50
6404,Stevens - River Ter & 6 St,Bergen Ave & Sip Ave,5
6405,Stevens - River Ter & 6 St,Bergen Ave & Stegman St,1
6406,Stevens - River Ter & 6 St,Bloomfield St & 15 St,131
6407,Stevens - River Ter & 6 St,Broadway & W 58 St,2
6408,Stevens - River Ter & 6 St,Brunswick & 6th,4
6409,Stevens - River Ter & 6 St,Brunswick St,9
6410,Stevens - River Ter & 6 St,Christ Hospital,40
6411,Stevens - River Ter & 6 St,Church Sq Park - 5 St & Park Ave,73
6412,Stevens - River Ter & 6 St,City Hall,17
6413,Stevens - River Ter & 6 St,City Hall - Washington St & 1 St,195
6414,Stevens - River Ter & 6 St,Clinton St & 7 St,225
6415,Stevens - River Ter & 6 St,Clinton St & Newark St,107
6416,Stevens - River Ter & 6 St,Columbus Dr at Exchange Pl,22
6417,Stevens - River Ter & 6 St,Columbus Drive,28
6418,Stevens - River Ter & 6 St,Columbus Park - Clinton St & 9 St,188
6419,Stevens - River Ter & 6 St,Communipaw & Berry Lane,4
6420,Stevens - River Ter & 6 St,Dey St,13
6421,Stevens - River Ter & 6 St,Dixon Mills,6
6422,Stevens - River Ter & 6 St,Essex Light Rail,13
6423,Stevens - River Ter & 6 St,Grand St,16
6424,Stevens - River Ter & 6 St,Grand St & 14 St,127
6425,Stevens - River Ter & 6 St,Grove St PATH,17
6426,Stevens - River Ter & 6 St,Hamilton Park,54
6427,Stevens - River Ter & 6 St,Harborside,35
6428,Stevens - River Ter & 6 St,Heights Elevator,74
6429,Stevens - River Ter & 6 St,Hilltop,11
6430,Stevens - River Ter & 6 St,Hoboken Ave at Monmouth St,104
6431,Stevens - River Ter & 6 St,Hoboken Terminal - Hudson St & Hudson Pl,263
6432,Stevens - River Ter & 6 St,Hoboken Terminal - River St & Hudson Pl,1079
6433,Stevens - River Ter & 6 St,Hudson St & 4 St,178
6434,Stevens - River Ter & 6 St,JC Medical Center,6
6435,Stevens - River Ter & 6 St,Jersey & 3rd,11
6436,Stevens - River Ter & 6 St,Jersey & 6th St,9
6437,Stevens - River Ter & 6 St,Journal Square,13
6438,Stevens - River Ter & 6 St,Lafayette Park,6
6439,Stevens - River Ter & 6 St,Leonard Gordon Park,60
6440,Stevens - River Ter & 6 St,Liberty Light Rail,3
6441,Stevens - River Ter & 6 St,Madison St & 1 St,111
6442,Stevens - River Ter & 6 St,Madison St & 10 St,149
6443,Stevens - River Ter & 6 St,Mama Johnson Field - 4 St & Jackson St,29
6444,Stevens - River Ter & 6 St,Manila & 1st,23
6445,Stevens - River Ter & 6 St,Marin Light Rail,14
6446,Stevens - River Ter & 6 St,Marshall St & 2 St,123
6447,Stevens - River Ter & 6 St,McGinley Square,3
6448,Stevens - River Ter & 6 St,Monmouth and 6th,4
6449,Stevens - River Ter & 6 St,Montgomery St,10
6450,Stevens - River Ter & 6 St,Morris Canal,10
6451,Stevens - River Ter & 6 St,Newark Ave,6
6452,Stevens - River Ter & 6 St,Newport PATH,104
6453,Stevens - River Ter & 6 St,Newport Pkwy,203
6454,Stevens - River Ter & 6 St,Oakland Ave,70
6455,Stevens - River Ter & 6 St,Paulus Hook,7
6456,Stevens - River Ter & 6 St,Pershing Field,67
6457,Stevens - River Ter & 6 St,Riverview Park,163
6458,Stevens - River Ter & 6 St,Sip Ave,2
6459,Stevens - River Ter & 6 St,South Waterfront Walkway - Sinatra Dr & 1 St,749
6460,Stevens - River Ter & 6 St,Southwest Park - Jackson St & Observer Hwy,102
6461,Stevens - River Ter & 6 St,Stevens - River Ter & 6 St,598
6462,Stevens - River Ter & 6 St,Union St,5
6463,Stevens - River Ter & 6 St,Van Vorst Park,6
6464,Stevens - River Ter & 6 St,W 48 St &  Rockefeller Plaza,1
6465,Stevens - River Ter & 6 St,Warren St,39
6466,Stevens - River Ter & 6 St,Washington St,47
6467,Stevens - River Ter & 6 St,Willow Ave & 12 St,197
6468,Stevens - River Ter & 6 St,York St & Marin Blvd,1
6469,Union St,11 St & Washington St,2
6470,Union St,5 Corners Library,13
6471,Union St,6 St & Grand St,1
6472,Union St,7 St & Monroe St,3
6473,Union St,8 St & Washington St,2
6474,Union St,9 St HBLR - Jackson St & 8 St,4
6475,Union St,Astor Place,48
6476,Union St,Baldwin at Montgomery,41
6477,Union St,Bergen Ave,29
6478,Union St,Bergen Ave & Sip Ave,373
6479,Union St,Bergen Ave & Stegman St,28
6480,Union St,Bloomfield St & 15 St,4
6481,Union St,Brunswick & 6th,10
6482,Union St,Brunswick St,30
6483,Union St,Christ Hospital,10
6484,Union St,City Hall,62
6485,Union St,City Hall - Washington St & 1 St,4
6486,Union St,Clinton St & Newark St,2
6487,Union St,Columbus Dr at Exchange Pl,38
6488,Union St,Columbus Drive,10
6489,Union St,Columbus Park - Clinton St & 9 St,2
6490,Union St,Communipaw & Berry Lane,16
6491,Union St,Dey St,12
6492,Union St,Dixon Mills,8
6493,Union St,Essex Light Rail,4
6494,Union St,Fairmount Ave,43
6495,Union St,Glenwood Ave,35
6496,Union St,Grand St,9
6497,Union St,Grand St & 14 St,1
6498,Union St,Grant Ave & MLK Dr,15
6499,Union St,Grove St PATH,70
6500,Union St,Hamilton Park,6
6501,Union St,Harborside,18
6502,Union St,Heights Elevator,1
6503,Union St,Hilltop,29
6504,Union St,Hoboken Ave at Monmouth St,2
6505,Union St,Hoboken Terminal - Hudson St & Hudson Pl,2
6506,Union St,Hoboken Terminal - River St & Hudson Pl,13
6507,Union St,Hudson St & 4 St,3
6508,Union St,JC Medical Center,20
6509,Union St,Jackson Square,37
6510,Union St,Jersey & 3rd,4
6511,Union St,Jersey & 6th St,3
6512,Union St,Journal Square,105
6513,Union St,Lafayette Park,21
6514,Union St,Leonard Gordon Park,10
6515,Union St,Liberty Light Rail,18
6516,Union St,Lincoln Park,133
6517,Union St,Madison St & 1 St,1
